106	sp|Q58577|Y1178_METJA	30.055	366	192	15	1	336	4	335	2.99e-28	115
106	sp|Q81ST7|BSHA_BACAN	29.097	299	168	10	63	335	77	357	2.76e-22	100
106	sp|P9WMZ3|PIMB_MYCTU	28.689	244	148	6	113	336	130	367	3.06e-21	97.1
106	sp|P9WMZ2|PIMB_MYCTO	28.689	244	148	6	113	336	130	367	3.06e-21	97.1
106	sp|O32272|TUAC_BACSU	25.313	399	230	11	1	348	1	382	8.16e-21	95.9
106	sp|Q59002|Y1607_METJA	28.523	298	181	10	67	340	84	373	1.73e-18	89.4
106	sp|Q8NTA6|MSHA_CORGL	30.147	272	160	13	103	352	144	407	1.36e-17	86.7
106	sp|A4QB40|MSHA_CORGB	30.147	272	160	13	103	352	144	407	1.36e-17	86.7
106	sp|A7TZT2|MFPS_AGRFC	26.400	250	160	6	106	336	177	421	9.96e-17	84.3
106	sp|Q8FSH1|MSHA_COREF	29.588	267	156	12	106	349	147	404	3.82e-16	82.4
106	sp|Q94BX4|PIGA_ARATH	27.090	299	196	10	64	351	87	374	4.53e-16	82.4
106	sp|A0JZ09|MSHA_ARTS2	26.518	313	179	12	61	336	93	391	5.08e-16	82.0
106	sp|Q65CC7|KANE_STRKN	30.435	161	104	4	167	326	207	360	2.86e-15	79.7
106	sp|A4FQ08|MSHA_SACEN	29.817	218	131	6	124	322	177	391	6.85e-15	79.0
106	sp|Q4JSW2|MSHA_CORJK	28.352	261	161	9	110	349	150	405	1.11e-14	78.2
106	sp|P87172|GPI3_SCHPO	31.472	197	124	7	145	338	165	353	1.46e-14	77.8
106	sp|P42982|BSHA_BACSU	29.682	283	155	14	71	327	86	350	1.84e-14	77.4
106	sp|P9WMY7|MSHA_MYCTU	30.556	216	136	6	147	352	235	446	2.48e-14	77.4
106	sp|P9WMY6|MSHA_MYCTO	30.556	216	136	6	147	352	235	446	2.48e-14	77.4
106	sp|C6DT68|MSHA_MYCTK	30.556	216	136	6	147	352	235	446	2.48e-14	77.4
106	sp|A5WJJ8|MSHA_MYCTF	30.556	216	136	6	147	352	235	446	2.48e-14	77.4
106	sp|A5TZL4|MSHA_MYCTA	30.556	216	136	6	147	352	235	446	2.48e-14	77.4
106	sp|C1AKG4|MSHA_MYCBT	30.556	216	136	6	147	352	235	446	2.48e-14	77.4
106	sp|A1KFW0|MSHA_MYCBP	30.556	216	136	6	147	352	235	446	2.48e-14	77.4
106	sp|P64708|MSHA_MYCBO	30.556	216	136	6	147	352	235	446	2.48e-14	77.4
106	sp|B8HCF8|MSHA_PSECP	28.797	316	174	14	56	333	87	389	2.96e-14	77.0
106	sp|A0R043|PIMB_MYCS2	33.333	144	88	2	177	315	201	341	5.12e-14	75.9
106	sp|Q47KS6|MSHA_THEFY	26.498	317	180	12	74	351	122	424	1.22e-13	75.1
106	sp|B1VEI4|MSHA_CORU7	29.167	216	128	7	147	343	190	399	1.65e-13	74.7
106	sp|C7R101|MSHA_JONDD	27.119	236	149	8	133	349	183	414	1.89e-13	74.3
106	sp|C8XA09|MSHA_NAKMY	29.317	249	151	9	125	354	193	435	1.91e-13	74.7
106	sp|C3PK12|MSHA_CORA7	26.627	338	184	15	51	347	88	402	1.94e-13	74.3
106	sp|D1BD84|MSHA_SANKS	32.065	184	112	6	174	349	238	416	2.30e-13	74.3
106	sp|A8LZG1|MSHA_SALAI	31.532	222	116	9	147	341	211	423	3.65e-13	73.6
106	sp|C4LLD6|MSHA_CORK4	28.302	265	154	11	110	348	178	432	4.46e-13	73.6
106	sp|Q9HTC0|WBPZ_PSEAE	27.888	251	141	10	112	343	127	356	7.58e-13	72.4
106	sp|D3Q051|MSHA_STANL	28.390	236	146	8	130	347	194	424	7.90e-13	72.8
106	sp|Q6NJL3|MSHA_CORDI	33.728	169	98	7	161	323	222	382	8.19e-13	72.4
106	sp|Q9L1I4|Y2592_STRCO	36.196	163	95	5	165	326	207	361	8.96e-13	73.2
106	sp|B2HQV2|MSHA_MYCMM	29.630	216	138	6	147	352	225	436	1.06e-12	72.4
106	sp|Q5YP47|MSHA_NOCFA	28.514	249	150	10	123	351	177	417	1.22e-12	72.0
106	sp|A1SP12|MSHA_NOCSJ	25.078	319	184	13	74	349	143	449	1.37e-12	72.0
106	sp|A1R8N8|MSHA_PAEAT	27.426	237	158	6	130	355	171	404	3.03e-12	70.9
106	sp|Q48453|YC07_KLEPN	40.000	80	46	1	228	307	240	317	4.27e-12	70.1
106	sp|A0QQZ8|MSHA_MYCS2	30.000	230	142	8	133	351	186	407	5.13e-12	70.1
106	sp|A8LDJ8|MSHA_PARS2	32.955	176	105	6	184	351	257	427	8.77e-12	69.3
106	sp|A0PVZ1|MSHA_MYCUA	27.848	237	156	7	127	352	201	433	9.39e-12	69.3
106	sp|Q82G92|MSHA_STRAW	31.875	160	98	5	184	336	282	437	1.12e-11	69.3
106	sp|P9WMY9|GLGSY_MYCTU	26.136	264	170	7	69	316	104	358	1.51e-11	68.6
106	sp|P9WMY8|GLGSY_MYCTO	26.136	264	170	7	69	316	104	358	1.51e-11	68.6
106	sp|C6WPK3|MSHA_ACTMD	31.633	196	115	7	147	326	192	384	1.68e-11	68.6
106	sp|Q8NNK8|PIMB_CORGL	33.690	187	98	8	150	318	168	346	1.94e-11	68.2
106	sp|P54138|MSHA_MYCLE	32.484	157	96	4	203	352	245	398	2.08e-11	68.2
106	sp|B8ZT88|MSHA_MYCLB	32.484	157	96	4	203	352	245	398	2.08e-11	68.2
106	sp|P37287|PIGA_HUMAN	27.778	270	172	10	58	315	107	365	2.72e-11	68.2
106	sp|P39862|CAPM_STAAU	32.941	170	98	7	170	334	199	357	3.93e-11	67.4
